hour,occupancy,month,year,weekend,day
3,36,4,2014,True,27
4,36,4,2014,True,27
5,36,4,2014,True,27
6,36,4,2014,True,27
7,29,4,2014,True,27
8,33,4,2014,True,27
9,41,4,2014,True,27
10,48,4,2014,True,27
11,51,4,2014,True,27
12,49,4,2014,True,27
13,53,4,2014,True,27
14,61,4,2014,True,27
15,62,4,2014,True,27
16,62,4,2014,True,27
17,59,4,2014,True,27
18,56,4,2014,True,27
19,57,4,2014,True,27
20,46,4,2014,True,27
21,42,4,2014,True,27
22,40,4,2014,True,27
23,33,4,2014,True,27
0,33,4,2014,False,28
1,33,4,2014,False,28
2,33,4,2014,False,28
3,28,4,2014,False,28
4,47,4,2014,False,28
5,207,4,2014,False,28
6,788,4,2014,False,28
7,1593,4,2014,False,28
8,2204,4,2014,False,28
9,2383,4,2014,False,28
10,2401,4,2014,False,28
11,2385,4,2014,False,28
12,2302,4,2014,False,28
13,2339,4,2014,False,28
14,2340,4,2014,False,28
15,2286,4,2014,False,28
16,2062,4,2014,False,28
17,1351,4,2014,False,28
18,663,4,2014,False,28
19,226,4,2014,False,28
20,129,4,2014,False,28
21,129,4,2014,False,28
22,69,4,2014,False,28
23,69,4,2014,False,28
0,69,4,2014,False,29
1,40,4,2014,False,29
2,37,4,2014,False,29
3,35,4,2014,False,29
4,65,4,2014,False,29
5,221,4,2014,False,29
6,795,4,2014,False,29
7,1591,4,2014,False,29
8,2190,4,2014,False,29
9,2366,4,2014,False,29
10,2399,4,2014,False,29
11,2385,4,2014,False,29
12,2299,4,2014,False,29
13,2371,4,2014,False,29
14,2369,4,2014,False,29
15,2285,4,2014,False,29
16,1997,4,2014,False,29
17,1347,4,2014,False,29
18,632,4,2014,False,29
19,293,4,2014,False,29
20,122,4,2014,False,29
21,85,4,2014,False,29
22,70,4,2014,False,29
23,70,4,2014,False,29
0,45,4,2014,False,30
1,45,4,2014,False,30
2,39,4,2014,False,30
3,39,4,2014,False,30
4,63,4,2014,False,30
5,200,4,2014,False,30
6,751,4,2014,False,30
7,1514,4,2014,False,30
8,2166,4,2014,False,30
9,2358,4,2014,False,30
10,2373,4,2014,False,30
11,2353,4,2014,False,30
12,2235,4,2014,False,30
13,2295,4,2014,False,30
14,2295,4,2014,False,30
15,2254,4,2014,False,30
16,2010,4,2014,False,30
17,1388,4,2014,False,30
18,660,4,2014,False,30
19,331,4,2014,False,30
20,166,4,2014,False,30
21,123,4,2014,False,30
22,92,4,2014,False,30
23,92,4,2014,False,30
0,53,5,2014,False,1
1,42,5,2014,False,1
2,43,5,2014,False,1
3,40,5,2014,False,1
4,64,5,2014,False,1
5,190,5,2014,False,1
6,716,5,2014,False,1
7,1484,5,2014,False,1
8,2164,5,2014,False,1
9,2361,5,2014,False,1
10,2376,5,2014,False,1
11,2351,5,2014,False,1
12,2237,5,2014,False,1
13,2283,5,2014,False,1
14,2283,5,2014,False,1
15,2222,5,2014,False,1
16,2007,5,2014,False,1
17,1362,5,2014,False,1
18,514,5,2014,False,1
19,204,5,2014,False,1
20,116,5,2014,False,1
21,94,5,2014,False,1
22,66,5,2014,False,1
23,66,5,2014,False,1
0,66,5,2014,False,2
1,39,5,2014,False,2
2,39,5,2014,False,2
3,39,5,2014,False,2
4,47,5,2014,False,2
5,120,5,2014,False,2
6,435,5,2014,False,2
7,952,5,2014,False,2
8,1444,5,2014,False,2
9,1592,5,2014,False,2
10,1610,5,2014,False,2
11,1562,5,2014,False,2
12,1433,5,2014,False,2
13,1387,5,2014,False,2
14,1357,5,2014,False,2
15,1184,5,2014,False,2
16,897,5,2014,False,2
17,497,5,2014,False,2
18,224,5,2014,False,2
19,103,5,2014,False,2
20,79,5,2014,False,2
21,67,5,2014,False,2
22,53,5,2014,False,2
23,53,5,2014,False,2
0,53,5,2014,True,3
1,53,5,2014,True,3
2,53,5,2014,True,3
3,53,5,2014,True,3
4,35,5,2014,True,3
5,35,5,2014,True,3
6,36,5,2014,True,3
7,36,5,2014,True,3
8,42,5,2014,True,3
9,48,5,2014,True,3
10,54,5,2014,True,3
11,60,5,2014,True,3
12,64,5,2014,True,3
13,65,5,2014,True,3
14,58,5,2014,True,3
15,57,5,2014,True,3
16,55,5,2014,True,3
17,55,5,2014,True,3
18,50,5,2014,True,3
19,48,5,2014,True,3
20,41,5,2014,True,3
21,38,5,2014,True,3
22,38,5,2014,True,3
23,38,5,2014,True,3
0,36,5,2014,True,4
1,36,5,2014,True,4
2,36,5,2014,True,4
3,36,5,2014,True,4
4,34,5,2014,True,4
5,34,5,2014,True,4
6,34,5,2014,True,4
7,36,5,2014,True,4
8,45,5,2014,True,4
9,49,5,2014,True,4
10,54,5,2014,True,4
11,61,5,2014,True,4
12,65,5,2014,True,4
13,70,5,2014,True,4
14,74,5,2014,True,4
15,74,5,2014,True,4
16,70,5,2014,True,4
17,63,5,2014,True,4
18,57,5,2014,True,4
19,52,5,2014,True,4
20,49,5,2014,True,4
21,44,5,2014,True,4
22,44,5,2014,True,4
23,36,5,2014,True,4
0,36,5,2014,False,5
1,36,5,2014,False,5
2,36,5,2014,False,5
3,36,5,2014,False,5
4,60,5,2014,False,5
5,191,5,2014,False,5
6,738,5,2014,False,5
7,1583,5,2014,False,5
8,2195,5,2014,False,5
9,2381,5,2014,False,5
10,2403,5,2014,False,5
11,2390,5,2014,False,5
12,2294,5,2014,False,5
13,2360,5,2014,False,5
14,2351,5,2014,False,5
15,2301,5,2014,False,5
16,2077,5,2014,False,5
17,1350,5,2014,False,5
18,678,5,2014,False,5
19,211,5,2014,False,5
20,136,5,2014,False,5
21,84,5,2014,False,5
22,64,5,2014,False,5
23,46,5,2014,False,5
0,46,5,2014,False,6
1,46,5,2014,False,6
2,34,5,2014,False,6
3,34,5,2014,False,6
4,61,5,2014,False,6
5,205,5,2014,False,6
6,805,5,2014,False,6
7,1598,5,2014,False,6
8,2227,5,2014,False,6
9,2411,5,2014,False,6
10,2439,5,2014,False,6
11,2426,5,2014,False,6
12,2312,5,2014,False,6
13,2390,5,2014,False,6
14,2393,5,2014,False,6
15,2328,5,2014,False,6
16,2101,5,2014,False,6
17,1396,5,2014,False,6
18,643,5,2014,False,6
19,265,5,2014,False,6
20,143,5,2014,False,6
21,111,5,2014,False,6
22,89,5,2014,False,6
23,52,5,2014,False,6
0,52,5,2014,False,7
1,39,5,2014,False,7
2,37,5,2014,False,7
3,37,5,2014,False,7
4,62,5,2014,False,7
5,205,5,2014,False,7
6,735,5,2014,False,7
7,1550,5,2014,False,7
8,2181,5,2014,False,7
9,2371,5,2014,False,7
10,2412,5,2014,False,7
11,2405,5,2014,False,7
12,2318,5,2014,False,7
13,2370,5,2014,False,7
14,2367,5,2014,False,7
15,2300,5,2014,False,7
16,2085,5,2014,False,7
17,1442,5,2014,False,7
18,754,5,2014,False,7
19,346,5,2014,False,7
20,193,5,2014,False,7
21,110,5,2014,False,7
22,71,5,2014,False,7
23,71,5,2014,False,7
0,49,5,2014,False,8
1,49,5,2014,False,8
2,49,5,2014,False,8
3,39,5,2014,False,8
4,61,5,2014,False,8
5,184,5,2014,False,8
6,743,5,2014,False,8
7,1482,5,2014,False,8
8,2172,5,2014,False,8
9,2366,5,2014,False,8
10,2407,5,2014,False,8
11,2408,5,2014,False,8
12,2285,5,2014,False,8
13,2319,5,2014,False,8
14,2312,5,2014,False,8
15,2266,5,2014,False,8
16,2033,5,2014,False,8
17,1229,5,2014,False,8
18,411,5,2014,False,8
19,209,5,2014,False,8
20,137,5,2014,False,8
21,92,5,2014,False,8
22,77,5,2014,False,8
23,64,5,2014,False,8
0,64,5,2014,False,9
1,64,5,2014,False,9
2,64,5,2014,False,9
3,41,5,2014,False,9
4,52,5,2014,False,9
5,124,5,2014,False,9
6,428,5,2014,False,9
7,935,5,2014,False,9
8,1425,5,2014,False,9
9,1579,5,2014,False,9
10,1606,5,2014,False,9
11,1592,5,2014,False,9
12,1405,5,2014,False,9
13,1368,5,2014,False,9
14,1318,5,2014,False,9
15,1116,5,2014,False,9
16,803,5,2014,False,9
17,197,5,2014,False,9
18,126,5,2014,False,9
19,99,5,2014,False,9
20,93,5,2014,False,9
21,93,5,2014,False,9
22,93,5,2014,False,9
23,93,5,2014,False,9
0,93,5,2014,True,10
1,93,5,2014,True,10
2,93,5,2014,True,10
3,93,5,2014,True,10
4,69,5,2014,True,10
5,69,5,2014,True,10
6,70,5,2014,True,10
7,74,5,2014,True,10
8,77,5,2014,True,10
9,87,5,2014,True,10
10,96,5,2014,True,10
11,103,5,2014,True,10
12,97,5,2014,True,10
13,108,5,2014,True,10
14,117,5,2014,True,10
15,109,5,2014,True,10
16,109,5,2014,True,10
17,62,5,2014,True,10
18,62,5,2014,True,10
19,62,5,2014,True,10
20,62,5,2014,True,10
21,62,5,2014,True,10
22,62,5,2014,True,10
23,62,5,2014,True,10
0,62,5,2014,True,11
1,62,5,2014,True,11
2,62,5,2014,True,11
3,62,5,2014,True,11
4,62,5,2014,True,11
5,62,5,2014,True,11
6,51,5,2014,True,11
7,50,5,2014,True,11
8,55,5,2014,True,11
9,75,5,2014,True,11
10,101,5,2014,True,11
11,106,5,2014,True,11
12,107,5,2014,True,11
13,67,5,2014,True,11
14,70,5,2014,True,11
15,65,5,2014,True,11
16,63,5,2014,True,11
17,54,5,2014,True,11
18,44,5,2014,True,11
19,45,5,2014,True,11
20,44,5,2014,True,11
21,44,5,2014,True,11
22,44,5,2014,True,11
23,44,5,2014,True,11
0,44,5,2014,False,12
1,44,5,2014,False,12
2,44,5,2014,False,12
3,36,5,2014,False,12
4,52,5,2014,False,12
5,195,5,2014,False,12
6,715,5,2014,False,12
7,1479,5,2014,False,12
8,2090,5,2014,False,12
9,2258,5,2014,False,12
10,2283,5,2014,False,12
11,2277,5,2014,False,12
12,2224,5,2014,False,12
13,2249,5,2014,False,12
14,2236,5,2014,False,12
15,2174,5,2014,False,12
16,1991,5,2014,False,12
17,1290,5,2014,False,12
18,443,5,2014,False,12
19,247,5,2014,False,12
20,113,5,2014,False,12
21,93,5,2014,False,12
22,71,5,2014,False,12
23,50,5,2014,False,12
0,49,5,2014,False,13
1,49,5,2014,False,13
2,39,5,2014,False,13
3,37,5,2014,False,13
4,56,5,2014,False,13
5,185,5,2014,False,13
6,686,5,2014,False,13
7,1418,5,2014,False,13
8,2110,5,2014,False,13
9,2365,5,2014,False,13
10,2369,5,2014,False,13
11,2321,5,2014,False,13
12,2244,5,2014,False,13
13,2303,5,2014,False,13
14,2307,5,2014,False,13
15,2252,5,2014,False,13
16,2035,5,2014,False,13
17,1446,5,2014,False,13
18,771,5,2014,False,13
19,293,5,2014,False,13
20,146,5,2014,False,13
21,95,5,2014,False,13
22,66,5,2014,False,13
23,66,5,2014,False,13
0,66,5,2014,False,14
1,66,5,2014,False,14
2,35,5,2014,False,14
3,32,5,2014,False,14
4,57,5,2014,False,14
5,200,5,2014,False,14
6,728,5,2014,False,14
7,1459,5,2014,False,14
8,2095,5,2014,False,14
9,2301,5,2014,False,14
10,2346,5,2014,False,14
11,2339,5,2014,False,14
12,2260,5,2014,False,14
13,2318,5,2014,False,14
14,2314,5,2014,False,14
15,2257,5,2014,False,14
16,2022,5,2014,False,14
17,1341,5,2014,False,14
18,634,5,2014,False,14
19,286,5,2014,False,14
20,145,5,2014,False,14
21,104,5,2014,False,14
22,74,5,2014,False,14
23,52,5,2014,False,14
0,50,5,2014,False,15
1,50,5,2014,False,15
2,38,5,2014,False,15
3,38,5,2014,False,15
4,56,5,2014,False,15
5,205,5,2014,False,15
6,756,5,2014,False,15
7,1503,5,2014,False,15
8,2097,5,2014,False,15
9,2310,5,2014,False,15
10,2360,5,2014,False,15
11,2354,5,2014,False,15
12,2225,5,2014,False,15
13,2233,5,2014,False,15
14,2224,5,2014,False,15
15,2175,5,2014,False,15
16,1885,5,2014,False,15
17,1265,5,2014,False,15
18,482,5,2014,False,15
19,247,5,2014,False,15
20,128,5,2014,False,15
21,100,5,2014,False,15
22,100,5,2014,False,15
23,100,5,2014,False,15
0,100,5,2014,False,16
1,100,5,2014,False,16
2,43,5,2014,False,16
3,41,5,2014,False,16
4,55,5,2014,False,16
5,145,5,2014,False,16
6,445,5,2014,False,16
7,990,5,2014,False,16
8,1464,5,2014,False,16
9,1641,5,2014,False,16
10,1644,5,2014,False,16
11,1623,5,2014,False,16
12,1443,5,2014,False,16
13,1378,5,2014,False,16
14,1311,5,2014,False,16
15,1166,5,2014,False,16
16,854,5,2014,False,16
17,529,5,2014,False,16
18,219,5,2014,False,16
19,121,5,2014,False,16
20,84,5,2014,False,16
21,77,5,2014,False,16
22,70,5,2014,False,16
23,70,5,2014,False,16
0,41,5,2014,True,17
1,41,5,2014,True,17
2,41,5,2014,True,17
3,41,5,2014,True,17
4,40,5,2014,True,17
5,40,5,2014,True,17
6,40,5,2014,True,17
7,44,5,2014,True,17
8,50,5,2014,True,17
9,58,5,2014,True,17
10,62,5,2014,True,17
11,62,5,2014,True,17
12,58,5,2014,True,17
13,63,5,2014,True,17
14,64,5,2014,True,17
15,64,5,2014,True,17
16,50,5,2014,True,17
17,50,5,2014,True,17
18,48,5,2014,True,17
19,44,5,2014,True,17
20,42,5,2014,True,17
21,41,5,2014,True,17
22,43,5,2014,True,17
23,43,5,2014,True,17
0,43,5,2014,True,18
1,43,5,2014,True,18
2,43,5,2014,True,18
3,43,5,2014,True,18
4,37,5,2014,True,18
5,39,5,2014,True,18
6,41,5,2014,True,18
7,43,5,2014,True,18
8,56,5,2014,True,18
9,87,5,2014,True,18
10,119,5,2014,True,18
11,127,5,2014,True,18
12,130,5,2014,True,18
13,86,5,2014,True,18
14,76,5,2014,True,18
15,72,5,2014,True,18
16,65,5,2014,True,18
17,58,5,2014,True,18
18,54,5,2014,True,18
19,52,5,2014,True,18
20,50,5,2014,True,18
21,49,5,2014,True,18
22,47,5,2014,True,18
23,47,5,2014,True,18
0,47,5,2014,False,19
1,47,5,2014,False,19
2,47,5,2014,False,19
3,32,5,2014,False,19
4,59,5,2014,False,19
5,231,5,2014,False,19
6,844,5,2014,False,19
7,1680,5,2014,False,19
8,2284,5,2014,False,19
9,2449,5,2014,False,19
10,2473,5,2014,False,19
11,2449,5,2014,False,19
12,2432,5,2014,False,19
13,2465,5,2014,False,19
14,2442,5,2014,False,19
15,2366,5,2014,False,19
16,1954,5,2014,False,19
17,1424,5,2014,False,19
18,583,5,2014,False,19
19,274,5,2014,False,19
20,125,5,2014,False,19
21,98,5,2014,False,19
22,73,5,2014,False,19
23,73,5,2014,False,19
0,73,5,2014,False,20
1,73,5,2014,False,20
2,73,5,2014,False,20
3,37,5,2014,False,20
4,67,5,2014,False,20
5,236,5,2014,False,20
6,823,5,2014,False,20
7,1610,5,2014,False,20
8,2233,5,2014,False,20
9,2369,5,2014,False,20
10,2395,5,2014,False,20
11,2383,5,2014,False,20
12,2281,5,2014,False,20
13,2343,5,2014,False,20
14,2360,5,2014,False,20
15,2317,5,2014,False,20
16,2054,5,2014,False,20
17,1155,5,2014,False,20
18,555,5,2014,False,20
19,197,5,2014,False,20
20,115,5,2014,False,20
21,103,5,2014,False,20
22,67,5,2014,False,20
23,67,5,2014,False,20
0,67,5,2014,False,21
1,67,5,2014,False,21
2,39,5,2014,False,21
3,36,5,2014,False,21
4,59,5,2014,False,21
5,219,5,2014,False,21
6,808,5,2014,False,21
7,1570,5,2014,False,21
8,2167,5,2014,False,21
9,2306,5,2014,False,21
10,2317,5,2014,False,21
11,2293,5,2014,False,21
12,2245,5,2014,False,21
13,2295,5,2014,False,21
14,2295,5,2014,False,21
15,2213,5,2014,False,21
16,1959,5,2014,False,21
17,1324,5,2014,False,21
18,630,5,2014,False,21
19,216,5,2014,False,21
20,131,5,2014,False,21
21,99,5,2014,False,21
22,83,5,2014,False,21
23,59,5,2014,False,21
0,59,5,2014,False,22
1,59,5,2014,False,22
2,59,5,2014,False,22
3,43,5,2014,False,22
4,60,5,2014,False,22
5,193,5,2014,False,22
6,762,5,2014,False,22
7,1494,5,2014,False,22
8,2066,5,2014,False,22
9,2244,5,2014,False,22
10,2289,5,2014,False,22
11,2276,5,2014,False,22
12,2169,5,2014,False,22
13,2184,5,2014,False,22
14,2184,5,2014,False,22
15,2115,5,2014,False,22
16,1852,5,2014,False,22
17,1176,5,2014,False,22
18,620,5,2014,False,22
19,268,5,2014,False,22
20,153,5,2014,False,22
21,106,5,2014,False,22
22,79,5,2014,False,22
23,79,5,2014,False,22
0,79,5,2014,False,23
1,79,5,2014,False,23
2,79,5,2014,False,23
3,40,5,2014,False,23
4,45,5,2014,False,23
5,122,5,2014,False,23
6,436,5,2014,False,23
7,964,5,2014,False,23
8,1412,5,2014,False,23
9,1520,5,2014,False,23
10,1524,5,2014,False,23
11,1494,5,2014,False,23
12,1324,5,2014,False,23
13,1238,5,2014,False,23
14,1123,5,2014,False,23
15,892,5,2014,False,23
16,595,5,2014,False,23
17,353,5,2014,False,23
18,196,5,2014,False,23
19,138,5,2014,False,23
20,98,5,2014,False,23
21,73,5,2014,False,23
22,73,5,2014,False,23
23,73,5,2014,False,23
0,73,5,2014,True,24
1,73,5,2014,True,24
2,73,5,2014,True,24
3,33,5,2014,True,24
4,33,5,2014,True,24
5,33,5,2014,True,24
6,34,5,2014,True,24
7,37,5,2014,True,24
8,41,5,2014,True,24
9,47,5,2014,True,24
10,52,5,2014,True,24
11,55,5,2014,True,24
12,57,5,2014,True,24
13,57,5,2014,True,24
14,54,5,2014,True,24
15,51,5,2014,True,24
16,51,5,2014,True,24
17,49,5,2014,True,24
18,49,5,2014,True,24
19,49,5,2014,True,24
20,35,5,2014,True,24
21,35,5,2014,True,24
22,35,5,2014,True,24
23,35,5,2014,True,24
0,31,5,2014,True,25
1,31,5,2014,True,25
2,31,5,2014,True,25
3,31,5,2014,True,25
4,31,5,2014,True,25
5,34,5,2014,True,25
6,34,5,2014,True,25
7,33,5,2014,True,25
8,45,5,2014,True,25
9,53,5,2014,True,25
10,77,5,2014,True,25
11,84,5,2014,True,25
12,84,5,2014,True,25
13,46,5,2014,True,25
14,51,5,2014,True,25
15,49,5,2014,True,25
16,43,5,2014,True,25
17,39,5,2014,True,25
18,41,5,2014,True,25
19,42,5,2014,True,25
20,39,5,2014,True,25
21,39,5,2014,True,25
22,39,5,2014,True,25
23,39,5,2014,True,25
0,39,5,2014,False,26
1,39,5,2014,False,26
2,39,5,2014,False,26
3,39,5,2014,False,26
4,39,5,2014,False,26
5,39,5,2014,False,26
6,31,5,2014,False,26
7,38,5,2014,False,26
8,43,5,2014,False,26
9,53,5,2014,False,26
10,61,5,2014,False,26
11,72,5,2014,False,26
12,72,5,2014,False,26
13,70,5,2014,False,26
14,68,5,2014,False,26
15,64,5,2014,False,26
16,60,5,2014,False,26
17,59,5,2014,False,26
18,51,5,2014,False,26
19,47,5,2014,False,26
20,42,5,2014,False,26
21,43,5,2014,False,26
22,43,5,2014,False,26
23,44,5,2014,False,26
0,44,5,2014,False,27
1,44,5,2014,False,27
2,44,5,2014,False,27
3,32,5,2014,False,27
4,54,5,2014,False,27
5,233,5,2014,False,27
6,742,5,2014,False,27
7,1473,5,2014,False,27
8,2087,5,2014,False,27
9,2312,5,2014,False,27
10,2357,5,2014,False,27
11,2344,5,2014,False,27
12,2284,5,2014,False,27
13,2321,5,2014,False,27
14,2316,5,2014,False,27
15,2268,5,2014,False,27
16,1979,5,2014,False,27
17,1308,5,2014,False,27
18,512,5,2014,False,27
19,247,5,2014,False,27
20,125,5,2014,False,27
21,82,5,2014,False,27
22,66,5,2014,False,27
23,66,5,2014,False,27
0,45,5,2014,False,28
1,45,5,2014,False,28
2,35,5,2014,False,28
3,35,5,2014,False,28
4,56,5,2014,False,28
5,212,5,2014,False,28
6,776,5,2014,False,28
7,1524,5,2014,False,28
8,2195,5,2014,False,28
9,2409,5,2014,False,28
10,2460,5,2014,False,28
11,2447,5,2014,False,28
12,2332,5,2014,False,28
13,2374,5,2014,False,28
14,2376,5,2014,False,28
15,2293,5,2014,False,28
16,2081,5,2014,False,28
17,1444,5,2014,False,28
18,563,5,2014,False,28
19,254,5,2014,False,28
20,175,5,2014,False,28
21,119,5,2014,False,28
22,84,5,2014,False,28
23,84,5,2014,False,28
0,84,5,2014,False,29
1,84,5,2014,False,29
2,55,5,2014,False,29
3,55,5,2014,False,29
4,74,5,2014,False,29
5,235,5,2014,False,29
6,805,5,2014,False,29
7,1627,5,2014,False,29
8,2197,5,2014,False,29
9,2365,5,2014,False,29
10,2388,5,2014,False,29
11,2387,5,2014,False,29
12,2294,5,2014,False,29
13,2317,5,2014,False,29
14,2298,5,2014,False,29
15,2245,5,2014,False,29
16,2003,5,2014,False,29
17,1403,5,2014,False,29
18,673,5,2014,False,29
19,315,5,2014,False,29
20,167,5,2014,False,29
21,119,5,2014,False,29
22,88,5,2014,False,29
23,67,5,2014,False,29
0,54,5,2014,False,30
1,54,5,2014,False,30
2,54,5,2014,False,30
3,42,5,2014,False,30
4,56,5,2014,False,30
5,140,5,2014,False,30
6,468,5,2014,False,30
7,1003,5,2014,False,30
8,1542,5,2014,False,30
9,1682,5,2014,False,30
10,1699,5,2014,False,30
11,1678,5,2014,False,30
12,1500,5,2014,False,30
13,1481,5,2014,False,30
14,1426,5,2014,False,30
15,1293,5,2014,False,30
16,947,5,2014,False,30
17,627,5,2014,False,30
18,226,5,2014,False,30
19,143,5,2014,False,30
20,106,5,2014,False,30
21,91,5,2014,False,30
22,62,5,2014,False,30
23,47,5,2014,False,30
0,47,5,2014,True,31
1,47,5,2014,True,31
2,44,5,2014,True,31
3,42,5,2014,True,31
4,42,5,2014,True,31
5,42,5,2014,True,31
6,43,5,2014,True,31
7,48,5,2014,True,31
8,51,5,2014,True,31
9,62,5,2014,True,31
10,71,5,2014,True,31
11,73,5,2014,True,31
12,79,5,2014,True,31
13,83,5,2014,True,31
14,83,5,2014,True,31
15,75,5,2014,True,31
16,79,5,2014,True,31
17,83,5,2014,True,31
18,75,5,2014,True,31
19,75,5,2014,True,31
20,66,5,2014,True,31
21,66,5,2014,True,31
22,66,5,2014,True,31
23,66,5,2014,True,31
0,66,6,2014,True,1
1,43,6,2014,True,1
2,43,6,2014,True,1
3,43,6,2014,True,1
4,42,6,2014,True,1
5,42,6,2014,True,1
6,42,6,2014,True,1
7,43,6,2014,True,1
8,49,6,2014,True,1
9,55,6,2014,True,1
10,64,6,2014,True,1
11,73,6,2014,True,1
12,79,6,2014,True,1
13,89,6,2014,True,1
14,97,6,2014,True,1
15,99,6,2014,True,1
16,101,6,2014,True,1
17,99,6,2014,True,1
18,94,6,2014,True,1
19,85,6,2014,True,1
20,81,6,2014,True,1
21,74,6,2014,True,1
22,51,6,2014,True,1
23,52,6,2014,True,1
0,52,6,2014,False,2
1,52,6,2014,False,2
2,52,6,2014,False,2
3,40,6,2014,False,2
4,64,6,2014,False,2
5,222,6,2014,False,2
6,813,6,2014,False,2
7,1616,6,2014,False,2
8,2230,6,2014,False,2
9,2385,6,2014,False,2
10,2419,6,2014,False,2
11,2413,6,2014,False,2
12,2323,6,2014,False,2
13,2369,6,2014,False,2
14,2371,6,2014,False,2
15,2310,6,2014,False,2
16,2072,6,2014,False,2
17,1373,6,2014,False,2
18,582,6,2014,False,2
19,263,6,2014,False,2
20,131,6,2014,False,2
21,98,6,2014,False,2
22,71,6,2014,False,2
23,71,6,2014,False,2
0,71,6,2014,False,3
1,71,6,2014,False,3
2,47,6,2014,False,3
3,43,6,2014,False,3
4,73,6,2014,False,3
5,240,6,2014,False,3
6,865,6,2014,False,3
7,1698,6,2014,False,3
8,2267,6,2014,False,3
9,2452,6,2014,False,3
10,2485,6,2014,False,3
11,2478,6,2014,False,3
12,2374,6,2014,False,3
13,2414,6,2014,False,3
14,2379,6,2014,False,3
15,2317,6,2014,False,3
16,2092,6,2014,False,3
17,1337,6,2014,False,3
18,739,6,2014,False,3
19,299,6,2014,False,3
20,183,6,2014,False,3
21,126,6,2014,False,3
22,89,6,2014,False,3
23,79,6,2014,False,3
0,79,6,2014,False,4
1,79,6,2014,False,4
2,48,6,2014,False,4
3,42,6,2014,False,4
4,71,6,2014,False,4
5,226,6,2014,False,4
6,811,6,2014,False,4
7,1611,6,2014,False,4
8,2218,6,2014,False,4
9,2385,6,2014,False,4
10,2400,6,2014,False,4
11,2382,6,2014,False,4
12,2297,6,2014,False,4
13,2347,6,2014,False,4
14,2337,6,2014,False,4
15,2271,6,2014,False,4
16,2033,6,2014,False,4
17,1392,6,2014,False,4
18,710,6,2014,False,4
19,296,6,2014,False,4
20,182,6,2014,False,4
21,124,6,2014,False,4
22,92,6,2014,False,4
23,58,6,2014,False,4
0,59,6,2014,False,5
1,59,6,2014,False,5
2,59,6,2014,False,5
3,50,6,2014,False,5
4,74,6,2014,False,5
5,210,6,2014,False,5
6,796,6,2014,False,5
7,1601,6,2014,False,5
8,2180,6,2014,False,5
9,2313,6,2014,False,5
10,2333,6,2014,False,5
11,2316,6,2014,False,5
12,2219,6,2014,False,5
13,2260,6,2014,False,5
14,2248,6,2014,False,5
15,2184,6,2014,False,5
16,1960,6,2014,False,5
17,1265,6,2014,False,5
18,645,6,2014,False,5
19,287,6,2014,False,5
20,143,6,2014,False,5
21,115,6,2014,False,5
22,74,6,2014,False,5
23,74,6,2014,False,5
0,74,6,2014,False,6
1,43,6,2014,False,6
2,43,6,2014,False,6
3,37,6,2014,False,6
4,50,6,2014,False,6
5,116,6,2014,False,6
6,434,6,2014,False,6
7,996,6,2014,False,6
8,1433,6,2014,False,6
9,1568,6,2014,False,6
10,1585,6,2014,False,6
11,1586,6,2014,False,6
12,1427,6,2014,False,6
13,1373,6,2014,False,6
14,1305,6,2014,False,6
15,1148,6,2014,False,6
16,849,6,2014,False,6
17,523,6,2014,False,6
18,234,6,2014,False,6
19,117,6,2014,False,6
20,99,6,2014,False,6
21,82,6,2014,False,6
22,68,6,2014,False,6
23,57,6,2014,False,6
0,49,6,2014,True,7
1,49,6,2014,True,7
2,45,6,2014,True,7
3,45,6,2014,True,7
4,42,6,2014,True,7
5,43,6,2014,True,7
6,53,6,2014,True,7
7,87,6,2014,True,7
8,109,6,2014,True,7
9,117,6,2014,True,7
10,130,6,2014,True,7
11,131,6,2014,True,7
12,131,6,2014,True,7
13,128,6,2014,True,7
14,118,6,2014,True,7
15,112,6,2014,True,7
16,91,6,2014,True,7
17,83,6,2014,True,7
18,74,6,2014,True,7
19,71,6,2014,True,7
20,71,6,2014,True,7
21,56,6,2014,True,7
22,56,6,2014,True,7
23,56,6,2014,True,7
0,56,6,2014,True,8
1,56,6,2014,True,8
2,44,6,2014,True,8
3,44,6,2014,True,8
4,44,6,2014,True,8
5,46,6,2014,True,8
6,47,6,2014,True,8
7,50,6,2014,True,8
8,58,6,2014,True,8
9,79,6,2014,True,8
10,118,6,2014,True,8
11,127,6,2014,True,8
12,125,6,2014,True,8
13,118,6,2014,True,8
14,89,6,2014,True,8
15,87,6,2014,True,8
16,75,6,2014,True,8
17,70,6,2014,True,8
18,66,6,2014,True,8
19,66,6,2014,True,8
20,63,6,2014,True,8
21,52,6,2014,True,8
22,52,6,2014,True,8
23,52,6,2014,True,8
0,52,6,2014,False,9
1,52,6,2014,False,9
2,52,6,2014,False,9
3,38,6,2014,False,9
4,57,6,2014,False,9
5,215,6,2014,False,9
6,784,6,2014,False,9
7,1565,6,2014,False,9
8,2137,6,2014,False,9
9,2314,6,2014,False,9
10,2348,6,2014,False,9
11,2338,6,2014,False,9
12,2285,6,2014,False,9
13,2329,6,2014,False,9
14,2327,6,2014,False,9
15,2260,6,2014,False,9
16,1980,6,2014,False,9
17,1336,6,2014,False,9
18,662,6,2014,False,9
19,243,6,2014,False,9
20,132,6,2014,False,9
21,132,6,2014,False,9
