hour,occupancy,month,year,weekend,day
21,52,1,2015,True,11
22,52,1,2015,True,11
23,40,1,2015,True,11
0,40,1,2015,False,12
1,40,1,2015,False,12
2,40,1,2015,False,12
3,35,1,2015,False,12
4,70,1,2015,False,12
5,288,1,2015,False,12
6,952,1,2015,False,12
7,1873,1,2015,False,12
8,2525,1,2015,False,12
9,2692,1,2015,False,12
10,2730,1,2015,False,12
11,2726,1,2015,False,12
12,2630,1,2015,False,12
13,2691,1,2015,False,12
14,2684,1,2015,False,12
15,2639,1,2015,False,12
16,2335,1,2015,False,12
17,1517,1,2015,False,12
18,683,1,2015,False,12
19,190,1,2015,False,12
20,117,1,2015,False,12
21,93,1,2015,False,12
22,93,1,2015,False,12
23,93,1,2015,False,12
0,93,1,2015,False,13
1,93,1,2015,False,13
2,93,1,2015,False,13
3,43,1,2015,False,13
4,79,1,2015,False,13
5,289,1,2015,False,13
6,987,1,2015,False,13
7,1853,1,2015,False,13
8,2513,1,2015,False,13
9,2757,1,2015,False,13
10,2785,1,2015,False,13
11,2771,1,2015,False,13
12,2677,1,2015,False,13
13,2736,1,2015,False,13
14,2736,1,2015,False,13
15,2662,1,2015,False,13
16,2381,1,2015,False,13
17,1568,1,2015,False,13
18,676,1,2015,False,13
19,289,1,2015,False,13
20,149,1,2015,False,13
21,115,1,2015,False,13
22,115,1,2015,False,13
23,115,1,2015,False,13
0,115,1,2015,False,14
1,115,1,2015,False,14
2,115,1,2015,False,14
3,44,1,2015,False,14
4,79,1,2015,False,14
5,299,1,2015,False,14
6,997,1,2015,False,14
7,1903,1,2015,False,14
8,2561,1,2015,False,14
9,2755,1,2015,False,14
10,2769,1,2015,False,14
11,2737,1,2015,False,14
12,2643,1,2015,False,14
13,2688,1,2015,False,14
14,2682,1,2015,False,14
15,2643,1,2015,False,14
16,2342,1,2015,False,14
17,1522,1,2015,False,14
18,630,1,2015,False,14
19,246,1,2015,False,14
20,133,1,2015,False,14
21,114,1,2015,False,14
22,114,1,2015,False,14
23,114,1,2015,False,14
0,114,1,2015,False,15
1,114,1,2015,False,15
2,114,1,2015,False,15
3,45,1,2015,False,15
4,83,1,2015,False,15
5,300,1,2015,False,15
6,969,1,2015,False,15
7,1819,1,2015,False,15
8,2501,1,2015,False,15
9,2706,1,2015,False,15
10,2731,1,2015,False,15
11,2709,1,2015,False,15
12,2641,1,2015,False,15
13,2703,1,2015,False,15
14,2696,1,2015,False,15
15,2616,1,2015,False,15
16,2340,1,2015,False,15
17,1545,1,2015,False,15
18,714,1,2015,False,15
19,264,1,2015,False,15
20,174,1,2015,False,15
21,130,1,2015,False,15
22,130,1,2015,False,15
23,130,1,2015,False,15
0,51,1,2015,False,16
1,51,1,2015,False,16
2,51,1,2015,False,16
3,51,1,2015,False,16
4,55,1,2015,False,16
5,133,1,2015,False,16
6,432,1,2015,False,16
7,912,1,2015,False,16
8,1361,1,2015,False,16
9,1478,1,2015,False,16
10,1490,1,2015,False,16
11,1490,1,2015,False,16
12,1490,1,2015,False,16
13,1490,1,2015,False,16
14,1422,1,2015,False,16
15,1333,1,2015,False,16
16,971,1,2015,False,16
17,605,1,2015,False,16
18,254,1,2015,False,16
19,180,1,2015,False,16
20,180,1,2015,False,16
21,147,1,2015,False,16
22,141,1,2015,False,16
23,141,1,2015,False,16
0,141,1,2015,True,17
1,123,1,2015,True,17
2,121,1,2015,True,17
3,121,1,2015,True,17
4,121,1,2015,True,17
5,121,1,2015,True,17
6,126,1,2015,True,17
7,136,1,2015,True,17
8,147,1,2015,True,17
9,161,1,2015,True,17
10,178,1,2015,True,17
11,173,1,2015,True,17
12,173,1,2015,True,17
13,178,1,2015,True,17
14,178,1,2015,True,17
15,153,1,2015,True,17
16,151,1,2015,True,17
17,150,1,2015,True,17
18,150,1,2015,True,17
19,130,1,2015,True,17
20,130,1,2015,True,17
21,130,1,2015,True,17
22,124,1,2015,True,17
23,124,1,2015,True,17
0,124,1,2015,True,18
1,124,1,2015,True,18
2,124,1,2015,True,18
3,124,1,2015,True,18
4,124,1,2015,True,18
5,137,1,2015,True,18
6,142,1,2015,True,18
7,149,1,2015,True,18
8,168,1,2015,True,18
9,179,1,2015,True,18
10,199,1,2015,True,18
11,207,1,2015,True,18
12,204,1,2015,True,18
13,176,1,2015,True,18
14,147,1,2015,True,18
15,143,1,2015,True,18
16,141,1,2015,True,18
17,138,1,2015,True,18
18,133,1,2015,True,18
19,133,1,2015,True,18
20,133,1,2015,True,18
21,120,1,2015,True,18
22,119,1,2015,True,18
23,119,1,2015,True,18
0,119,1,2015,False,19
1,119,1,2015,False,19
2,119,1,2015,False,19
3,115,1,2015,False,19
4,153,1,2015,False,19
5,358,1,2015,False,19
6,1040,1,2015,False,19
7,1360,1,2015,False,19
8,1425,1,2015,False,19
9,1442,1,2015,False,19
10,1447,1,2015,False,19
11,1452,1,2015,False,19
12,1518,1,2015,False,19
13,1538,1,2015,False,19
14,1529,1,2015,False,19
15,1492,1,2015,False,19
16,1262,1,2015,False,19
17,716,1,2015,False,19
18,328,1,2015,False,19
19,159,1,2015,False,19
20,95,1,2015,False,19
21,78,1,2015,False,19
22,65,1,2015,False,19
23,65,1,2015,False,19
0,65,1,2015,False,20
1,39,1,2015,False,20
2,39,1,2015,False,20
3,37,1,2015,False,20
4,68,1,2015,False,20
5,289,1,2015,False,20
6,988,1,2015,False,20
7,1873,1,2015,False,20
8,2578,1,2015,False,20
9,2727,1,2015,False,20
10,2755,1,2015,False,20
11,2750,1,2015,False,20
12,2696,1,2015,False,20
13,2731,1,2015,False,20
14,2721,1,2015,False,20
15,2660,1,2015,False,20
16,2356,1,2015,False,20
17,1557,1,2015,False,20
18,750,1,2015,False,20
19,239,1,2015,False,20
20,152,1,2015,False,20
21,113,1,2015,False,20
22,77,1,2015,False,20
23,77,1,2015,False,20
0,48,1,2015,False,21
1,48,1,2015,False,21
2,48,1,2015,False,21
3,48,1,2015,False,21
4,80,1,2015,False,21
5,312,1,2015,False,21
6,1026,1,2015,False,21
7,1908,1,2015,False,21
8,2551,1,2015,False,21
9,2735,1,2015,False,21
10,2750,1,2015,False,21
11,2723,1,2015,False,21
12,2655,1,2015,False,21
13,2697,1,2015,False,21
14,2685,1,2015,False,21
15,2632,1,2015,False,21
16,2365,1,2015,False,21
17,1558,1,2015,False,21
18,757,1,2015,False,21
19,340,1,2015,False,21
20,192,1,2015,False,21
21,142,1,2015,False,21
22,142,1,2015,False,21
23,142,1,2015,False,21
0,56,1,2015,False,22
1,56,1,2015,False,22
2,50,1,2015,False,22
3,45,1,2015,False,22
4,85,1,2015,False,22
5,328,1,2015,False,22
6,1068,1,2015,False,22
7,1954,1,2015,False,22
8,2598,1,2015,False,22
9,2769,1,2015,False,22
10,2808,1,2015,False,22
11,2797,1,2015,False,22
12,2699,1,2015,False,22
13,2742,1,2015,False,22
14,2743,1,2015,False,22
15,2659,1,2015,False,22
16,2331,1,2015,False,22
17,1508,1,2015,False,22
18,764,1,2015,False,22
19,334,1,2015,False,22
20,165,1,2015,False,22
21,131,1,2015,False,22
22,131,1,2015,False,22
23,131,1,2015,False,22
0,51,1,2015,False,23
1,51,1,2015,False,23
2,51,1,2015,False,23
3,51,1,2015,False,23
4,63,1,2015,False,23
5,189,1,2015,False,23
6,593,1,2015,False,23
7,1213,1,2015,False,23
8,1810,1,2015,False,23
9,2016,1,2015,False,23
10,2023,1,2015,False,23
11,2006,1,2015,False,23
12,1806,1,2015,False,23
13,1702,1,2015,False,23
14,1635,1,2015,False,23
15,1465,1,2015,False,23
16,1100,1,2015,False,23
17,650,1,2015,False,23
18,297,1,2015,False,23
19,159,1,2015,False,23
20,159,1,2015,False,23
21,100,1,2015,False,23
22,90,1,2015,False,23
23,90,1,2015,False,23
0,90,1,2015,True,24
1,90,1,2015,True,24
2,90,1,2015,True,24
3,90,1,2015,True,24
4,90,1,2015,True,24
5,50,1,2015,True,24
6,50,1,2015,True,24
7,57,1,2015,True,24
8,64,1,2015,True,24
9,75,1,2015,True,24
10,80,1,2015,True,24
11,83,1,2015,True,24
12,83,1,2015,True,24
13,89,1,2015,True,24
14,93,1,2015,True,24
15,84,1,2015,True,24
16,70,1,2015,True,24
17,69,1,2015,True,24
18,60,1,2015,True,24
19,52,1,2015,True,24
20,50,1,2015,True,24
21,51,1,2015,True,24
22,51,1,2015,True,24
23,51,1,2015,True,24
0,51,1,2015,True,25
1,44,1,2015,True,25
2,46,1,2015,True,25
3,46,1,2015,True,25
4,42,1,2015,True,25
5,43,1,2015,True,25
6,46,1,2015,True,25
7,49,1,2015,True,25
8,71,1,2015,True,25
9,90,1,2015,True,25
10,117,1,2015,True,25
11,122,1,2015,True,25
12,123,1,2015,True,25
13,95,1,2015,True,25
14,88,1,2015,True,25
15,86,1,2015,True,25
16,78,1,2015,True,25
17,68,1,2015,True,25
18,64,1,2015,True,25
19,64,1,2015,True,25
20,52,1,2015,True,25
21,52,1,2015,True,25
22,44,1,2015,True,25
23,43,1,2015,True,25
0,45,1,2015,False,26
1,45,1,2015,False,26
2,45,1,2015,False,26
3,43,1,2015,False,26
4,80,1,2015,False,26
5,340,1,2015,False,26
6,1110,1,2015,False,26
7,2019,1,2015,False,26
8,2661,1,2015,False,26
9,2791,1,2015,False,26
10,2813,1,2015,False,26
11,2810,1,2015,False,26
12,2730,1,2015,False,26
13,2777,1,2015,False,26
14,2776,1,2015,False,26
15,2691,1,2015,False,26
16,2362,1,2015,False,26
17,1560,1,2015,False,26
18,785,1,2015,False,26
19,256,1,2015,False,26
20,163,1,2015,False,26
21,113,1,2015,False,26
22,84,1,2015,False,26
23,67,1,2015,False,26
0,60,1,2015,False,27
1,60,1,2015,False,27
2,60,1,2015,False,27
3,60,1,2015,False,27
4,85,1,2015,False,27
5,328,1,2015,False,27
6,1093,1,2015,False,27
7,1934,1,2015,False,27
8,2574,1,2015,False,27
9,2772,1,2015,False,27
10,2812,1,2015,False,27
11,2787,1,2015,False,27
12,2724,1,2015,False,27
13,2765,1,2015,False,27
14,2753,1,2015,False,27
15,2666,1,2015,False,27
16,2370,1,2015,False,27
17,1521,1,2015,False,27
18,760,1,2015,False,27
19,345,1,2015,False,27
20,156,1,2015,False,27
21,123,1,2015,False,27
22,123,1,2015,False,27
23,62,1,2015,False,27
0,62,1,2015,False,28
1,62,1,2015,False,28
2,62,1,2015,False,28
3,48,1,2015,False,28
4,83,1,2015,False,28
5,329,1,2015,False,28
6,1132,1,2015,False,28
7,1971,1,2015,False,28
8,2660,1,2015,False,28
9,2831,1,2015,False,28
10,2844,1,2015,False,28
11,2831,1,2015,False,28
12,2739,1,2015,False,28
13,2783,1,2015,False,28
14,2775,1,2015,False,28
15,2691,1,2015,False,28
16,2402,1,2015,False,28
17,1562,1,2015,False,28
18,790,1,2015,False,28
19,321,1,2015,False,28
20,205,1,2015,False,28
21,166,1,2015,False,28
22,166,1,2015,False,28
23,78,1,2015,False,28
0,78,1,2015,False,29
1,78,1,2015,False,29
2,78,1,2015,False,29
3,62,1,2015,False,29
4,94,1,2015,False,29
5,345,1,2015,False,29
6,1072,1,2015,False,29
7,2011,1,2015,False,29
8,2629,1,2015,False,29
9,2806,1,2015,False,29
10,2832,1,2015,False,29
11,2822,1,2015,False,29
12,2703,1,2015,False,29
13,2754,1,2015,False,29
14,2746,1,2015,False,29
15,2667,1,2015,False,29
16,2342,1,2015,False,29
17,1512,1,2015,False,29
18,757,1,2015,False,29
19,320,1,2015,False,29
20,185,1,2015,False,29
21,144,1,2015,False,29
22,82,1,2015,False,29
23,65,1,2015,False,29
0,65,1,2015,False,30
1,65,1,2015,False,30
2,65,1,2015,False,30
3,65,1,2015,False,30
4,72,1,2015,False,30
5,218,1,2015,False,30
6,679,1,2015,False,30
7,1352,1,2015,False,30
8,1882,1,2015,False,30
9,2043,1,2015,False,30
10,2057,1,2015,False,30
11,2048,1,2015,False,30
12,1837,1,2015,False,30
13,1741,1,2015,False,30
14,1684,1,2015,False,30
15,1483,1,2015,False,30
16,1084,1,2015,False,30
17,673,1,2015,False,30
18,224,1,2015,False,30
19,119,1,2015,False,30
20,105,1,2015,False,30
21,91,1,2015,False,30
22,91,1,2015,False,30
23,91,1,2015,False,30
0,91,1,2015,True,31
1,91,1,2015,True,31
2,91,1,2015,True,31
3,91,1,2015,True,31
4,91,1,2015,True,31
5,47,1,2015,True,31
6,51,1,2015,True,31
7,59,1,2015,True,31
8,76,1,2015,True,31
9,93,1,2015,True,31
10,94,1,2015,True,31
11,101,1,2015,True,31
12,103,1,2015,True,31
13,105,1,2015,True,31
14,100,1,2015,True,31
15,91,1,2015,True,31
16,80,1,2015,True,31
17,67,1,2015,True,31
18,59,1,2015,True,31
19,54,1,2015,True,31
20,49,1,2015,True,31
21,48,1,2015,True,31
22,49,1,2015,True,31
23,49,1,2015,True,31
0,49,2,2015,True,1
1,49,2,2015,True,1
2,49,2,2015,True,1
3,49,2,2015,True,1
4,46,2,2015,True,1
5,46,2,2015,True,1
6,48,2,2015,True,1
7,51,2,2015,True,1
8,67,2,2015,True,1
9,88,2,2015,True,1
10,109,2,2015,True,1
11,120,2,2015,True,1
12,123,2,2015,True,1
13,89,2,2015,True,1
14,70,2,2015,True,1
15,58,2,2015,True,1
16,58,2,2015,True,1
17,51,2,2015,True,1
18,49,2,2015,True,1
19,49,2,2015,True,1
20,49,2,2015,True,1
21,49,2,2015,True,1
22,49,2,2015,True,1
23,49,2,2015,True,1
0,49,2,2015,False,2
1,43,2,2015,False,2
2,43,2,2015,False,2
3,43,2,2015,False,2
4,77,2,2015,False,2
5,308,2,2015,False,2
6,1051,2,2015,False,2
7,1954,2,2015,False,2
8,2630,2,2015,False,2
9,2783,2,2015,False,2
10,2808,2,2015,False,2
11,2788,2,2015,False,2
12,2715,2,2015,False,2
13,2776,2,2015,False,2
14,2785,2,2015,False,2
15,2738,2,2015,False,2
16,2434,2,2015,False,2
17,1588,2,2015,False,2
18,493,2,2015,False,2
19,302,2,2015,False,2
20,164,2,2015,False,2
21,131,2,2015,False,2
22,131,2,2015,False,2
23,131,2,2015,False,2
0,48,2,2015,False,3
1,48,2,2015,False,3
2,48,2,2015,False,3
3,46,2,2015,False,3
4,87,2,2015,False,3
5,320,2,2015,False,3
6,1130,2,2015,False,3
7,2084,2,2015,False,3
8,2744,2,2015,False,3
9,2878,2,2015,False,3
10,2889,2,2015,False,3
11,2879,2,2015,False,3
12,2804,2,2015,False,3
13,2849,2,2015,False,3
14,2848,2,2015,False,3
15,2761,2,2015,False,3
16,2425,2,2015,False,3
17,1618,2,2015,False,3
18,717,2,2015,False,3
19,358,2,2015,False,3
20,184,2,2015,False,3
21,144,2,2015,False,3
22,144,2,2015,False,3
23,144,2,2015,False,3
0,61,2,2015,False,4
1,61,2,2015,False,4
2,61,2,2015,False,4
3,49,2,2015,False,4
4,82,2,2015,False,4
5,321,2,2015,False,4
6,1097,2,2015,False,4
7,2001,2,2015,False,4
8,2718,2,2015,False,4
9,2893,2,2015,False,4
10,2897,2,2015,False,4
11,2869,2,2015,False,4
12,2759,2,2015,False,4
13,2814,2,2015,False,4
14,2816,2,2015,False,4
15,2723,2,2015,False,4
16,2402,2,2015,False,4
17,1510,2,2015,False,4
18,797,2,2015,False,4
19,360,2,2015,False,4
20,207,2,2015,False,4
21,144,2,2015,False,4
22,100,2,2015,False,4
23,100,2,2015,False,4
0,100,2,2015,False,5
1,100,2,2015,False,5
2,59,2,2015,False,5
3,58,2,2015,False,5
4,85,2,2015,False,5
5,322,2,2015,False,5
6,1087,2,2015,False,5
7,1985,2,2015,False,5
8,2625,2,2015,False,5
9,2767,2,2015,False,5
10,2777,2,2015,False,5
11,2751,2,2015,False,5
12,2694,2,2015,False,5
13,2746,2,2015,False,5
14,2742,2,2015,False,5
15,2640,2,2015,False,5
16,2329,2,2015,False,5
17,1549,2,2015,False,5
18,703,2,2015,False,5
19,337,2,2015,False,5
20,174,2,2015,False,5
21,121,2,2015,False,5
22,121,2,2015,False,5
23,121,2,2015,False,5
0,121,2,2015,False,6
1,58,2,2015,False,6
2,58,2,2015,False,6
3,53,2,2015,False,6
4,69,2,2015,False,6
5,212,2,2015,False,6
6,652,2,2015,False,6
7,1312,2,2015,False,6
8,1842,2,2015,False,6
9,2022,2,2015,False,6
10,2037,2,2015,False,6
11,2023,2,2015,False,6
12,1816,2,2015,False,6
13,1719,2,2015,False,6
14,1677,2,2015,False,6
15,1487,2,2015,False,6
16,1139,2,2015,False,6
17,666,2,2015,False,6
18,309,2,2015,False,6
19,173,2,2015,False,6
20,108,2,2015,False,6
21,100,2,2015,False,6
22,100,2,2015,False,6
23,100,2,2015,False,6
0,100,2,2015,True,7
1,100,2,2015,True,7
2,100,2,2015,True,7
3,100,2,2015,True,7
4,100,2,2015,True,7
5,51,2,2015,True,7
6,57,2,2015,True,7
7,60,2,2015,True,7
8,70,2,2015,True,7
9,89,2,2015,True,7
10,100,2,2015,True,7
11,101,2,2015,True,7
12,95,2,2015,True,7
13,92,2,2015,True,7
14,84,2,2015,True,7
15,76,2,2015,True,7
16,74,2,2015,True,7
17,66,2,2015,True,7
18,60,2,2015,True,7
19,57,2,2015,True,7
20,53,2,2015,True,7
21,50,2,2015,True,7
22,50,2,2015,True,7
23,50,2,2015,True,7
0,50,2,2015,True,8
1,50,2,2015,True,8
2,50,2,2015,True,8
3,50,2,2015,True,8
4,50,2,2015,True,8
5,45,2,2015,True,8
6,49,2,2015,True,8
7,49,2,2015,True,8
8,71,2,2015,True,8
9,84,2,2015,True,8
10,120,2,2015,True,8
11,131,2,2015,True,8
12,125,2,2015,True,8
13,94,2,2015,True,8
14,87,2,2015,True,8
15,84,2,2015,True,8
16,86,2,2015,True,8
17,79,2,2015,True,8
18,67,2,2015,True,8
19,60,2,2015,True,8
20,59,2,2015,True,8
21,57,2,2015,True,8
22,53,2,2015,True,8
23,53,2,2015,True,8
0,53,2,2015,False,9
1,53,2,2015,False,9
2,53,2,2015,False,9
3,45,2,2015,False,9
4,81,2,2015,False,9
5,320,2,2015,False,9
6,1082,2,2015,False,9
7,1982,2,2015,False,9
8,2584,2,2015,False,9
9,2707,2,2015,False,9
10,2723,2,2015,False,9
11,2712,2,2015,False,9
12,2665,2,2015,False,9
13,2715,2,2015,False,9
14,2711,2,2015,False,9
15,2650,2,2015,False,9
16,2290,2,2015,False,9
17,1538,2,2015,False,9
18,623,2,2015,False,9
19,298,2,2015,False,9
20,174,2,2015,False,9
21,120,2,2015,False,9
22,120,2,2015,False,9
23,71,2,2015,False,9
0,71,2,2015,False,10
1,59,2,2015,False,10
2,52,2,2015,False,10
3,51,2,2015,False,10
4,89,2,2015,False,10
5,354,2,2015,False,10
6,1146,2,2015,False,10
7,2019,2,2015,False,10
8,2630,2,2015,False,10
9,2799,2,2015,False,10
10,2804,2,2015,False,10
11,2803,2,2015,False,10
12,2719,2,2015,False,10
13,2752,2,2015,False,10
14,2750,2,2015,False,10
15,2679,2,2015,False,10
16,2386,2,2015,False,10
17,1576,2,2015,False,10
18,674,2,2015,False,10
19,303,2,2015,False,10
20,174,2,2015,False,10
21,129,2,2015,False,10
22,109,2,2015,False,10
23,109,2,2015,False,10
0,109,2,2015,False,11
1,109,2,2015,False,11
2,61,2,2015,False,11
3,58,2,2015,False,11
4,103,2,2015,False,11
5,342,2,2015,False,11
6,1089,2,2015,False,11
7,1970,2,2015,False,11
8,2603,2,2015,False,11
9,2802,2,2015,False,11
10,2823,2,2015,False,11
11,2812,2,2015,False,11
12,2710,2,2015,False,11
13,2784,2,2015,False,11
14,2779,2,2015,False,11
15,2713,2,2015,False,11
16,2374,2,2015,False,11
17,1565,2,2015,False,11
18,769,2,2015,False,11
19,388,2,2015,False,11
20,235,2,2015,False,11
21,174,2,2015,False,11
22,131,2,2015,False,11
23,90,2,2015,False,11
0,90,2,2015,False,12
1,90,2,2015,False,12
2,68,2,2015,False,12
3,63,2,2015,False,12
4,87,2,2015,False,12
5,334,2,2015,False,12
6,1089,2,2015,False,12
7,1951,2,2015,False,12
8,2569,2,2015,False,12
9,2733,2,2015,False,12
10,2752,2,2015,False,12
11,2741,2,2015,False,12
12,2669,2,2015,False,12
13,2692,2,2015,False,12
14,2690,2,2015,False,12
15,2614,2,2015,False,12
16,2293,2,2015,False,12
17,1456,2,2015,False,12
18,722,2,2015,False,12
19,364,2,2015,False,12
20,199,2,2015,False,12
21,150,2,2015,False,12
22,127,2,2015,False,12
23,84,2,2015,False,12
0,84,2,2015,False,13
1,84,2,2015,False,13
2,84,2,2015,False,13
3,84,2,2015,False,13
4,78,2,2015,False,13
5,209,2,2015,False,13
6,636,2,2015,False,13
7,1258,2,2015,False,13
8,1746,2,2015,False,13
9,1911,2,2015,False,13
10,1916,2,2015,False,13
11,1877,2,2015,False,13
12,1676,2,2015,False,13
13,1587,2,2015,False,13
14,1511,2,2015,False,13
15,1299,2,2015,False,13
16,882,2,2015,False,13
17,526,2,2015,False,13
18,224,2,2015,False,13
19,103,2,2015,False,13
20,84,2,2015,False,13
21,79,2,2015,False,13
22,66,2,2015,False,13
23,51,2,2015,False,13
0,51,2,2015,True,14
1,51,2,2015,True,14
2,51,2,2015,True,14
3,51,2,2015,True,14
4,51,2,2015,True,14
5,47,2,2015,True,14
6,60,2,2015,True,14
7,66,2,2015,True,14
8,90,2,2015,True,14
9,118,2,2015,True,14
10,129,2,2015,True,14
11,126,2,2015,True,14
12,112,2,2015,True,14
13,95,2,2015,True,14
14,92,2,2015,True,14
15,86,2,2015,True,14
16,85,2,2015,True,14
17,73,2,2015,True,14
18,60,2,2015,True,14
19,56,2,2015,True,14
20,50,2,2015,True,14
21,50,2,2015,True,14
22,50,2,2015,True,14
23,50,2,2015,True,14
0,50,2,2015,True,15
1,50,2,2015,True,15
2,50,2,2015,True,15
3,50,2,2015,True,15
4,43,2,2015,True,15
5,49,2,2015,True,15
6,112,2,2015,True,15
7,207,2,2015,True,15
8,231,2,2015,True,15
9,231,2,2015,True,15
10,220,2,2015,True,15
11,203,2,2015,True,15
12,158,2,2015,True,15
13,120,2,2015,True,15
14,100,2,2015,True,15
15,97,2,2015,True,15
16,93,2,2015,True,15
17,82,2,2015,True,15
18,59,2,2015,True,15
19,55,2,2015,True,15
20,49,2,2015,True,15
21,49,2,2015,True,15
22,49,2,2015,True,15
23,49,2,2015,True,15
0,43,2,2015,False,16
1,43,2,2015,False,16
2,43,2,2015,False,16
3,43,2,2015,False,16
4,76,2,2015,False,16
5,299,2,2015,False,16
6,952,2,2015,False,16
7,1696,2,2015,False,16
8,2059,2,2015,False,16
9,2160,2,2015,False,16
10,2185,2,2015,False,16
11,2169,2,2015,False,16
12,2157,2,2015,False,16
13,2182,2,2015,False,16
14,2180,2,2015,False,16
15,2120,2,2015,False,16
16,1820,2,2015,False,16
17,1188,2,2015,False,16
18,515,2,2015,False,16
19,258,2,2015,False,16
20,124,2,2015,False,16
21,103,2,2015,False,16
22,82,2,2015,False,16
23,62,2,2015,False,16
0,62,2,2015,False,17
1,62,2,2015,False,17
2,44,2,2015,False,17
3,43,2,2015,False,17
4,87,2,2015,False,17
5,339,2,2015,False,17
6,1087,2,2015,False,17
7,1999,2,2015,False,17
8,2662,2,2015,False,17
9,2776,2,2015,False,17
10,2779,2,2015,False,17
11,2764,2,2015,False,17
12,2717,2,2015,False,17
13,2777,2,2015,False,17
14,2777,2,2015,False,17
15,2736,2,2015,False,17
16,2395,2,2015,False,17
17,1643,2,2015,False,17
18,654,2,2015,False,17
19,327,2,2015,False,17
20,211,2,2015,False,17
21,138,2,2015,False,17
22,113,2,2015,False,17
23,113,2,2015,False,17
0,113,2,2015,False,18
1,54,2,2015,False,18
2,54,2,2015,False,18
3,57,2,2015,False,18
4,94,2,2015,False,18
5,357,2,2015,False,18
6,1102,2,2015,False,18
7,2000,2,2015,False,18
8,2600,2,2015,False,18
9,2756,2,2015,False,18
10,2797,2,2015,False,18
11,2794,2,2015,False,18
12,2750,2,2015,False,18
13,2792,2,2015,False,18
14,2787,2,2015,False,18
15,2729,2,2015,False,18
16,2421,2,2015,False,18
17,1598,2,2015,False,18
18,676,2,2015,False,18
19,334,2,2015,False,18
20,188,2,2015,False,18
21,149,2,2015,False,18
22,149,2,2015,False,18
23,149,2,2015,False,18
0,149,2,2015,False,19
1,149,2,2015,False,19
2,57,2,2015,False,19
3,55,2,2015,False,19
4,88,2,2015,False,19
5,324,2,2015,False,19
6,1050,2,2015,False,19
7,1944,2,2015,False,19
8,2576,2,2015,False,19
9,2773,2,2015,False,19
10,2779,2,2015,False,19
11,2751,2,2015,False,19
12,2649,2,2015,False,19
13,2672,2,2015,False,19
14,2667,2,2015,False,19
15,2566,2,2015,False,19
16,2284,2,2015,False,19
17,1542,2,2015,False,19
18,720,2,2015,False,19
19,295,2,2015,False,19
20,188,2,2015,False,19
21,132,2,2015,False,19
22,132,2,2015,False,19
23,132,2,2015,False,19
0,132,2,2015,False,20
1,132,2,2015,False,20
2,54,2,2015,False,20
3,54,2,2015,False,20
4,69,2,2015,False,20
5,198,2,2015,False,20
6,622,2,2015,False,20
7,1263,2,2015,False,20
8,1820,2,2015,False,20
9,1948,2,2015,False,20
10,1968,2,2015,False,20
11,1933,2,2015,False,20
12,1732,2,2015,False,20
13,1627,2,2015,False,20
14,1567,2,2015,False,20
15,1401,2,2015,False,20
16,1013,2,2015,False,20
17,594,2,2015,False,20
18,200,2,2015,False,20
19,133,2,2015,False,20
20,111,2,2015,False,20
21,91,2,2015,False,20
22,91,2,2015,False,20
23,91,2,2015,False,20
0,91,2,2015,True,21
1,91,2,2015,True,21
2,91,2,2015,True,21
3,91,2,2015,True,21
4,47,2,2015,True,21
5,51,2,2015,True,21
6,63,2,2015,True,21
7,69,2,2015,True,21
8,84,2,2015,True,21
9,110,2,2015,True,21
10,123,2,2015,True,21
11,125,2,2015,True,21
12,114,2,2015,True,21
13,113,2,2015,True,21
14,106,2,2015,True,21
15,103,2,2015,True,21
16,103,2,2015,True,21
17,89,2,2015,True,21
18,76,2,2015,True,21
19,70,2,2015,True,21
20,70,2,2015,True,21
21,70,2,2015,True,21
22,52,2,2015,True,21
23,52,2,2015,True,21
0,51,2,2015,True,22
1,51,2,2015,True,22
2,51,2,2015,True,22
3,51,2,2015,True,22
4,50,2,2015,True,22
5,50,2,2015,True,22
6,51,2,2015,True,22
7,60,2,2015,True,22
8,79,2,2015,True,22
9,117,2,2015,True,22
10,179,2,2015,True,22
11,192,2,2015,True,22
12,192,2,2015,True,22
13,187,2,2015,True,22
14,128,2,2015,True,22
15,98,2,2015,True,22
16,91,2,2015,True,22
17,72,2,2015,True,22
18,62,2,2015,True,22
19,61,2,2015,True,22
20,60,2,2015,True,22
21,58,2,2015,True,22
22,58,2,2015,True,22
23,58,2,2015,True,22
0,58,2,2015,False,23
1,58,2,2015,False,23
2,48,2,2015,False,23
3,49,2,2015,False,23
4,84,2,2015,False,23
5,324,2,2015,False,23
6,1079,2,2015,False,23
7,1962,2,2015,False,23
8,2544,2,2015,False,23
9,2727,2,2015,False,23
10,2748,2,2015,False,23
11,2744,2,2015,False,23
12,2679,2,2015,False,23
13,2711,2,2015,False,23
14,2700,2,2015,False,23
15,2625,2,2015,False,23
16,2354,2,2015,False,23
17,1576,2,2015,False,23
18,731,2,2015,False,23
19,324,2,2015,False,23
20,182,2,2015,False,23
21,127,2,2015,False,23
22,127,2,2015,False,23
23,55,2,2015,False,23
0,55,2,2015,False,24
1,51,2,2015,False,24
2,51,2,2015,False,24
3,51,2,2015,False,24
4,88,2,2015,False,24
5,370,2,2015,False,24
6,1135,2,2015,False,24
7,2038,2,2015,False,24
8,2630,2,2015,False,24
9,2789,2,2015,False,24
10,2811,2,2015,False,24
11,2787,2,2015,False,24
12,2705,2,2015,False,24
